frame,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
47,0.39166667,-89.42778548,2.45318646,-180.9540108,0.93388942,0.43584448,-0.59786173,3.97432213,-3.53404093,-17.26968373,6.66862098,0.11638939,14.90186298,10.59854021,-7.49999987,-0.06473269,-6.41826227,-16.52940368,4.06300464,0.07091281,19.42402539,7.17876123,-7.49999987,-17.13604243,4.92352951,-0.27033742,-0.97131521,-6.33963127,-24.07265371,28.36941549,102.27426293,-5.15205839,-5.79107779,-11.41657168,32.67322496,106.96158589
48,0.4,-89.39481199,2.56041259,-180.95348556,0.93381972,0.43564116,-0.59790152,4.03329782,-3.41925724,-17.23646766,6.68532118,0.11668087,15.01963373,10.55525682,-7.49999987,0.24683919,-6.66029943,-17.27671166,4.65556289,0.0812549,19.78798339,8.05333231,-7.49999987,-17.24658086,5.04086005,-0.21350161,-1.03945457,-6.37224873,-24.14343155,28.38879787,102.41824667,-5.15194501,-5.77422162,-11.31191154,32.56774545,106.81946939
49,0.40833333,-89.37680294,2.51126907,-180.99937062,0.9337678,0.43549313,-0.59787416,4.09758197,-3.49202842,-17.17926658,6.75092945,0.11782595,15.1281123,10.6228314,-7.49999987,0.2378193,-6.60371073,-17.41120417,4.61413093,0.08053178,19.66162266,8.08951336,-7.49999987,-17.35656185,4.96583196,-0.16909288,-1.0474921,-6.38902913,-23.97359777,28.27768541,102.23077059,-5.16234766,-5.79371485,-11.34517087,32.54741219,106.87821587
50,0.41666667,-89.34358162,2.48664149,-180.9184931,0.93371184,0.43528128,-0.59768267,4.16158865,-3.53129954,-17.34430797,6.80191681,0.11871584,15.22131593,10.79760373,-7.49999987,0.3041256,-6.58903746,-17.36585719,4.59935628,0.08027391,19.60419229,8.10668393,-7.49999987,-17.4447367,4.93912842,-0.25476386,-1.06122753,-6.35913023,-24.02588715,28.20410565,102.59064,-5.175792,-5.81812736,-11.34571115,32.57253268,106.97591275
51,0.425,-89.3143655,2.54708338,-181.00563433,0.93369793,0.43519119,-0.59784507,4.10363175,-3.39174835,-16.97267238,6.58098779,0.1148599,15.09908117,10.52610993,-7.49999987,0.36613323,-6.68473702,-17.59858653,4.70358738,0.08209309,19.69610994,8.29624719,-7.49999987,-17.54493483,4.98120615,-0.15365161,-1.08832245,-6.37603255,-23.84125518,28.16739005,101.74508748,-5.22445532,-5.74998985,-11.53873987,32.58915501,106.87308003
52,0.43333333,-89.26652324,2.66823959,-180.87587158,0.93367435,0.43496785,-0.59770427,4.14120382,-3.25954888,-17.20189855,6.58479745,0.1149264,15.08301252,10.62105552,-7.49999987,0.70556911,-6.93545264,-18.05577909,5.22244549,0.09114887,20.05383631,9.03403274,-7.49999987,-17.61540455,5.13688333,-0.19543817,-1.11152155,-6.36353753,-24.02627982,28.10442276,102.42600771,-5.24275067,-5.71394383,-11.6749948,32.57971964,107.12155287
53,0.44166667,-89.25725143,2.61985439,-180.84114626,0.93376561,0.43510771,-0.59742529,4.11633427,-3.32959375,-17.25439583,6.54780762,0.1142808,15.075176,10.64283919,-7.49999987,0.48653538,-6.74967403,-17.30340488,4.73076404,0.08256741,19.73922954,8.20485608,-7.49999987,-17.6712646,5.11693599,-0.20922546,-1.17618439,-6.39020732,-23.92002336,28.06732527,101.90905463,-5.28130968,-5.65175103,-11.65812355,32.45893289,106.83283036
54,0.45,-89.25179977,2.26271217,-180.95481193,0.93389551,0.43515816,-0.59711872,4.28179353,-3.83362871,-17.3860702,6.8358913,0.11930881,15.30441975,10.93029608,-7.49999987,0.13702479,-6.16381713,-16.63390724,4.01059267,0.06999805,19.24459067,7.25166843,-7.49999987,-17.75001599,4.72323618,-0.23660371,-1.15580803,-6.39648994,-23.77265236,27.90985558,101.98693224,-5.36217834,-5.59241609,-11.69202225,32.44910335,106.15476094
55,0.45833333,-89.23469531,2.56221929,-181.07592797,0.93415711,0.4350741,-0.59773218,3.95313088,-3.24360435,-16.13446505,6.06683445,0.10588624,14.67191829,9.60241529,-7.49999987,0.33833869,-6.62793044,-17.32667073,4.44533367,0.07758571,19.62477511,7.8634416,-7.49999987,-17.85317041,4.98650032,0.06258728,-1.1766832,-6.52659417,-23.05807595,27.77030235,99.93662982,-5.29450055,-5.58488382,-11.29812783,32.29576735,105.36778768
56,0.46666667,-89.18691177,2.30097885,-180.92081054,0.93408785,0.43490794,-0.59712571,4.29679592,-3.76613537,-17.27263722,6.7135839,0.11717414,15.26980135,10.79816845,-7.49999987,0.49568523,-6.30649815,-17.18196847,4.59194698,0.08014459,19.71060566,7.8094826,-7.49999987,-17.88442849,4.75478858,-0.16571584,-1.13451143,-6.39933475,-23.72946875,27.67697021,102.2073671,-5.3037911,-5.50612319,-11.8833756,32.27631402,106.94181892
57,0.475,-89.17722121,2.20149961,-180.85320491,0.93411403,0.43491395,-0.59684057,4.3114617,-3.91129411,-17.42165545,6.74690596,0.11775572,15.35057458,10.8591986,-7.49999987,0.39380655,-6.12978908,-16.64236741,4.40507789,0.07688311,19.58673127,7.34179258,-7.49999987,-17.95599454,4.67128361,-0.23634036,-1.13434592,-6.35593931,-23.79014685,27.59016564,102.37188488,-5.2657682,-5.54675772,-11.68005737,32.18747607,106.72829527
58,0.48333333,-89.17485454,2.2203239,-180.83402613,0.93410936,0.43501218,-0.59666662,4.23228874,-3.86227719,-17.32075142,6.5972799,0.11514426,15.29433231,10.70346053,-7.49999987,0.36213768,-6.13770572,-16.54528007,4.38514563,0.07653523,19.6611155,7.41644677,-7.49999987,-18.04301601,4.69744077,-0.26876263,-1.07995479,-6.36722794,-23.56706125,27.46777502,101.66441984,-5.26501824,-5.485105,-11.7648513,32.13980723,106.64023557
59,0.49166667,-89.14721916,2.12126493,-181.0814355,0.93401517,0.43499334,-0.59694988,4.33595615,-3.96794098,-17.09344855,6.66559495,0.11633658,15.34775829,10.75819014,-7.49999987,0.28569855,-5.97591656,-16.60116649,4.19380088,0.07319563,19.5088645,7.09173908,-7.49999987,-18.13272443,4.51049184,0.00707101,-1.10584127,-6.34873197,-23.60129868,27.48175109,101.53697073,-5.17936481,-5.46270677,-11.70267747,32.03878702,106.48272391
60,0.5,-89.11090802,2.45244201,-180.92425119,0.93398872,0.43498444,-0.59694867,4.10734792,-3.45607495,-16.64565139,6.15036772,0.10734417,14.92264258,9.98523858,-7.49999987,0.5395389,-6.44113667,-16.78969618,4.49578981,0.07846633,19.66542878,7.39069393,-7.49999987,-18.20176687,4.88027142,-0.01352958,-1.06540671,-6.40569642,-23.3006802,27.37848657,100.83107628,-5.11795191,-5.46035274,-11.47169868,31.96928443,106.31539318
61,0.50833333,-89.08164042,2.3097971,-180.95584477,0.93395521,0.43507007,-0.59670081,4.34594191,-3.75746328,-17.18089241,6.58725355,0.11496926,15.26010706,10.71920394,-7.49999987,0.58449338,-6.29129874,-17.05726884,4.50491619,0.07862562,19.71478279,7.77614626,-7.49999987,-18.24569071,4.72635051,-0.03197153,-1.04283543,-6.36975295,-23.48597975,27.32731328,101.79836274,-5.08403495,-5.4262373,-11.64692657,31.92100408,106.73868802
62,0.51666667,-89.07337298,2.65693201,-180.88866214,0.93405114,0.43518564,-0.59693542,4.01153506,-3.1463027,-16.3133824,5.89260795,0.10284541,14.61017501,9.5483494,-7.49999987,0.67512773,-6.75348287,-17.22038546,4.69072666,0.08186862,19.92166911,8.1298339,-7.49999987,-18.30992981,5.08235949,0.04123783,-1.00187139,-6.49940009,-22.67069801,27.16741838,100.39420766,-4.96651706,-5.47905371,-11.18790441,31.73799606,105.74391365
63,0.525,-89.09129443,2.36929548,-181.09603045,0.93402632,0.43551416,-0.59670411,4.25460705,-3.65556884,-17.07397621,6.44881169,0.112553,15.13817622,10.78076483,-7.49999987,0.3338656,-6.27727696,-17.01290719,4.1349687,0.07216882,19.59733111,7.634123,-7.49999987,-18.3501929,4.73002797,0.1489435,-0.97642507,-6.43828795,-23.03949912,27.10054103,101.43564397,-4.95359514,-5.37285644,-11.647467,31.73650514,106.37649995
64,0.53333333,-89.09221089,2.2268256,-181.15035894,0.93388904,0.43576971,-0.59650438,4.25641301,-3.84319648,-17.10876946,6.52350118,0.11385657,15.34148779,10.88933232,-7.49999987,0.10558942,-6.01945869,-16.61593468,3.72430736,0.06500143,19.33884527,7.14086216,-7.49999987,-18.36873402,4.56461719,0.17850534,-0.93643584,-6.40301936,-22.94800372,27.02563639,101.30939805,-4.89795444,-5.35648844,-11.54416168,31.64480611,106.2182813
65,0.54166667,-89.08950493,2.28709836,-181.03357991,0.93378739,0.43598245,-0.59630592,4.18327518,-3.78477011,-17.28517146,6.47334178,0.11298113,15.47360604,10.99323785,-7.49999987,0.17203416,-6.09825728,-16.57049611,3.89092098,0.06790938,19.45215712,7.11615994,-7.49999987,-18.40394037,4.64314411,0.1028665,-0.85919314,-6.35026927,-23.05791503,26.91906817,101.69965566,-4.81704643,-5.2915117,-11.70005837,31.55359792,106.41279941
66,0.55,-89.07944101,2.36584207,-181.06435256,0.9337443,0.43620103,-0.59631211,4.14092079,-3.68972276,-17.17077444,6.39618807,0.11163454,15.53995387,10.91594273,-7.49999987,0.32082729,-6.249283,-17.10451503,4.26566109,0.07444983,19.71968169,7.69550542,-7.49999987,-18.45753432,4.7062143,0.19245233,-0.80295257,-6.3575395,-22.99132324,26.87850403,101.38528459,-4.64656389,-5.24561844,-11.60300795,31.32151757,106.22184183
67,0.55833333,-89.05375093,2.56155791,-180.83125116,0.93367287,0.436419,-0.59611678,4.06878878,-3.45516788,-17.27090725,6.2893719,0.10977025,15.5131113,10.73155235,-7.49999987,0.63467092,-6.6084542,-17.4482857,4.82350187,0.08418599,20.11927905,8.40857976,-7.49999987,-18.47062836,4.94506574,0.05891725,-0.69450394,-6.37023897,-22.97043977,26.69913012,101.52640329,-4.54700373,-5.21985454,-11.66465399,31.26378974,106.51309878
68,0.56666667,-89.06271545,2.36228815,-180.83442014,0.93366371,0.43653521,-0.5957053,4.13419279,-3.76846089,-17.4563934,6.45702175,0.11269629,15.69039017,11.04633163,-7.49999987,0.53417484,-6.30719293,-17.11794916,4.67448299,0.08158512,19.9548956,7.99661242,-7.49999987,-18.53916132,4.74551747,0.00364888,-0.57498963,-6.36776264,-22.84001699,26.62030431,101.53907474,-4.34851976,-5.2775534,-11.29739524,31.01507623,105.86766197
69,0.575,-89.02196111,2.51950836,-180.92856372,0.93349608,0.43646286,-0.59606742,4.23038863,-3.56225874,-17.28627079,6.52434138,0.11387124,15.67340745,10.84332083,-7.49999987,0.80021163,-6.64010878,-17.7597574,5.23377166,0.09134655,20.39638433,8.77305756,-7.49999987,-18.59034739,4.86357892,0.1799466,-0.44806289,-6.36664843,-22.78950468,26.53395644,101.61145936,-4.145243,-5.26915427,-11.35168618,30.84793484,106.27390095
70,0.58333333,-89.03464292,2.49842875,-180.96282851,0.93340979,0.43649116,-0.59596721,4.21690967,-3.58716766,-17.23319945,6.51635427,0.11373184,15.66672653,10.69940659,-7.49999987,0.73762523,-6.58690839,-17.52106952,5.17981655,0.09040485,20.35850587,8.59274966,-7.49999987,-18.67051066,4.82446672,0.20720445,-0.25963426,-6.37706995,-22.56613004,26.37054343,101.44843845,-3.94241209,-5.29631856,-11.21211872,30.69437799,106.23514281
71,0.59166667,-89.06562489,2.43296164,-181.07414369,0.9333972,0.43681364,-0.59595461,4.17757307,-3.66732182,-17.10228882,6.53543955,0.11406494,15.7235529,10.64818794,-7.49999987,0.5439043,-6.44654662,-17.36323897,4.95444092,0.08647131,20.24729118,8.21000663,-7.49999987,-18.7457322,4.70812969,0.31878815,-0.12642823,-6.40298915,-22.27690286,26.2438415,101.32346427,-3.75253222,-5.30642989,-10.98445449,30.54953591,105.95907122
72,0.6,-89.09804894,2.71859748,-180.96453877,0.9333934,0.43715021,-0.5961178,3.8984315,-3.20640537,-16.63905491,6.13078004,0.1070023,15.46214039,10.0028651,-7.49999987,0.69241283,-6.88721457,-17.74279466,5.33675563,0.09314396,20.61971578,8.75496108,-7.49999987,-18.80580753,5.00009585,0.3224828,0.09678007,-6.43844881,-21.81492868,26.02959143,100.59164042,-3.53483634,-5.30227824,-10.78917498,30.35179921,105.93867586
73,0.60833333,-89.13900222,2.27711004,-181.1355944,0.93345207,0.43742067,-0.59576873,4.09631081,-3.87542647,-17.1156105,6.60452466,0.1152707,15.90869411,10.95670187,-7.49999987,0.27895351,-6.16089689,-17.20488964,4.53293919,0.07911471,20.09545464,7.84552865,-7.49999987,-18.87168423,4.49889595,0.37699249,0.33632085,-6.3857826,-22.00422271,25.86578724,101.67262652,-3.27489548,-5.32671287,-10.61236311,30.13643016,105.52703878
74,0.61666667,-89.16590979,2.65370363,-181.1242218,0.93356884,0.43753221,-0.59620444,3.67512451,-3.218141,-16.19963067,5.79160691,0.10108261,15.32468137,9.93526668,-7.49999987,0.62044308,-6.80532266,-18.20068784,5.30289788,0.09255303,20.75074409,9.01926927,-7.49999987,-18.97698561,4.85940728,0.56298688,0.59125284,-6.43810566,-21.36965196,25.76985156,97.97204517,-2.92431903,-5.23116151,-10.57067921,29.91544122,103.06551157
75,0.625,-89.20046964,2.26594621,-181.10696578,0.93352678,0.43792624,-0.5955638,3.91242388,-3.88112628,-17.16507485,6.46803316,0.11288847,15.97193796,11.07105265,-7.49999987,0.220137,-6.12951697,-17.27672764,4.55233967,0.07945332,20.22346845,7.9115587,-7.49999987,-18.99259294,4.4558214,0.44554506,0.89666534,-6.45945313,-21.27358832,25.34268714,101.12224523,-2.62866332,-5.32858043,-10.46317191,29.58302841,105.54321415
76,0.63333333,-89.25440807,2.19638542,-181.60323561,0.93345902,0.43856422,-0.59637108,3.79995213,-3.87365614,-16.36478146,6.31992837,0.11030356,15.93274056,10.65868277,-7.49999987,-0.05795878,-6.04024079,-17.85486474,4.40512202,0.07688388,20.27560263,8.06591374,-7.49999987,-19.03974667,4.22049429,0.95482018,1.10476834,-6.49668499,-20.96386807,25.13771477,100.36924423,-2.30050103,-5.32902154,-10.18233339,29.26267698,105.65182287
77,0.64166667,-89.31291219,2.39007037,-181.33199483,0.9333896,0.4391266,-0.59586749,3.68455167,-3.72159942,-17.06755571,6.36831409,0.11114805,16.07738779,11.07763777,-7.49999987,-0.1929889,-6.20744514,-17.12336342,4.25701512,0.07429893,20.20125471,7.52972834,-7.49999987,-19.0776676,4.47817359,0.75909774,1.45656825,-6.56050675,-20.49524172,24.7465828,100.57520899,-1.92912863,-5.35457526,-9.71565457,28.91736462,105.40565174
78,0.65,-89.33751829,2.59358539,-181.34455301,0.93330962,0.43947167,-0.59610317,3.56029864,-3.43381608,-16.88282035,6.19567483,0.10813493,15.98879283,10.77201442,-7.49999987,-0.08495435,-6.53372234,-17.53550681,4.62561197,0.08073216,20.54933676,8.04349836,-7.49999987,-19.14195731,4.64897238,0.86956684,1.81990042,-6.55760386,-20.33853577,24.49786083,100.76563442,-1.46349395,-5.30443106,-9.59297113,28.51174238,105.26094063
79,0.65833333,-89.31531097,3.24306062,-181.16507917,0.93297657,0.43957917,-0.59658251,3.31792252,-2.53317835,-16.45728518,5.75637602,0.10046771,15.74065332,10.05774301,-7.49999987,0.74083615,-7.74689794,-19.23077268,6.32680539,0.11042359,21.91359749,10.34336525,-7.49999987,-19.16692457,5.34560509,0.92641948,2.22835872,-6.62211276,-19.8471377,24.25278756,100.61447188,-1.01064629,-5.26728673,-9.43587182,28.0859266,105.84277821
80,0.66666667,-89.36886303,3.04496339,-181.3438494,0.93288583,0.43995392,-0.59651037,3.40851681,-2.84506843,-16.49419843,6.06106205,0.10578549,16.00100987,10.34592788,-7.49999987,0.37934827,-7.34155324,-18.64588462,5.78298578,0.10093214,21.5030304,9.35583484,-7.49999987,-19.22282399,5.09852075,1.05811546,2.69766701,-6.72059736,-18.83067262,23.82846066,99.76315302,-0.48912424,-5.3102461,-8.87452465,27.57842624,105.24658454
81,0.675,-89.33027304,4.13528541,-181.00310919,0.9325276,0.4399986,-0.59706838,2.95986885,-1.34912178,-15.79344782,5.10324417,0.08906841,15.24242117,9.20885694,-7.49999987,1.57603383,-9.3332995,-20.98183022,8.23368207,0.14370486,23.22843109,12.51828071,-7.49999987,-19.22879665,6.30347732,1.17056551,3.15794233,-6.87067932,-18.12101597,23.51577093,99.51288431,0.1268631,-5.27739905,-8.35054452,27.05433541,105.21404392
82,0.68333333,-89.28613502,4.84369848,-181.15918206,0.93217136,0.43996408,-0.59795266,2.69033626,-0.33520897,-14.6697911,4.37060348,0.07628142,14.54544524,8.0992131,-7.49999987,2.32245435,-10.74479848,-22.9821908,9.95211701,0.17369721,24.35939909,14.73275032,-7.49999987,-19.25871662,6.99874445,1.64704738,3.62757391,-7.07893231,-17.11692417,23.25047253,98.66379511,0.79914485,-5.28992715,-7.33619367,26.45888666,104.24038144
83,0.69166667,-89.11754184,6.0778979,-180.73081183,0.93110637,0.43996416,-0.59850478,2.60618137,1.23089134,-14.84248776,3.97127645,0.06931185,14.2011505,7.58671997,-7.49999987,3.79101382,-13.16079977,-25.13571265,12.71807867,0.22197235,26.03264304,18.00925809,-7.49999987,-19.08206699,8.39512318,1.65791157,4.10438593,-7.20526603,-16.81011596,23.04148142,99.83219387,1.3616821,-5.20220449,-7.18788972,26.01279686,105.34980846
84,0.7,-89.15470738,5.958799,-180.99776221,0.93080485,0.44034891,-0.59883248,2.73034007,1.03855811,-15.22610658,4.47289036,0.07806666,14.63306037,8.16832579,-7.49999987,3.64480626,-13.05956503,-25.47244456,12.79657985,0.22334245,26.27039484,18.23098782,-7.49999987,-19.12619869,8.18491744,1.88759994,4.6597044,-7.24687697,-16.03805146,22.72852014,99.48184932,2.00778326,-5.25487064,-6.59230431,25.49059219,105.1665107
85,0.70833333,-89.05057122,7.03345915,-180.79341626,0.93002313,0.44092485,-0.59960136,2.52519036,2.44292678,-14.73783346,3.92790647,0.0685549,14.15451664,7.30531283,-7.49999987,4.5272236,-15.05175138,-26.87820347,14.73686371,0.25720679,27.44178241,20.40855694,-7.49999987,-18.9765968,9.35968173,2.03269006,5.19096253,-7.41164142,-15.22584423,22.44979229,99.23831742,2.59957033,-5.19222396,-5.87175736,25.00451393,104.98348565
86,0.71666667,-89.09727769,7.33485037,-180.81282313,0.92973202,0.44189287,-0.59985601,2.34562694,2.80911099,-14.63631089,3.83966063,0.06701472,14.22601476,7.25882394,-7.49999987,4.57591267,-15.61443542,-27.44922719,15.22255717,0.26568374,27.80634219,21.04865511,-7.49999987,-18.95066995,9.66617591,2.15540199,5.7300266,-7.50332787,-14.47158804,22.16054757,99.60380667,3.23273471,-5.23075578,-4.92515564,24.55840087,104.6783437
87,0.725,-89.13432524,7.5729328,-180.97362304,0.92945526,0.44282827,-0.60035593,2.16532837,3.12277566,-14.2869049,3.69804574,0.06454307,14.18889878,6.98910242,-7.49999987,4.52308325,-16.07463584,-28.14035529,15.4809941,0.27019432,28.01294556,21.73164464,-7.49999987,-18.93065667,9.86078114,2.45082683,6.27483474,-7.56664824,-13.84605067,21.88047949,99.68347913,3.94555441,-5.28755472,-3.81243215,24.01425473,104.3858808
88,0.73333333,-89.16665461,7.82661899,-180.83256651,0.92910658,0.44352481,-0.60013315,2.02577104,3.40632832,-14.53275074,3.60112618,0.06285151,14.23724178,7.01059221,-7.49999987,4.55203281,-16.44232797,-28.1908372,15.63293813,0.27284624,28.14935806,22.10530333,-7.49999987,-18.87660505,10.17894925,2.40402622,6.91583025,-7.70546215,-12.6021337,21.50695375,99.09473228,4.67143829,-5.30826846,-2.94338451,23.5371238,104.44347944
89,0.74166667,-89.18574735,8.15084344,-180.82065296,0.92880855,0.44402095,-0.60027769,1.84096451,3.82656349,-14.65678864,3.33549644,0.0582154,14.10545962,7.00757594,-7.49999987,4.63096836,-16.99707235,-28.57502532,16.00203819,0.27928825,28.44707862,22.77374522,-7.49999987,-18.86658466,10.51784456,2.49832211,7.56133399,-7.80738016,-11.58461911,21.28007831,98.95634461,5.39910504,-5.34184795,-1.95982192,23.12949383,104.43910462
90,0.75,-89.20024066,8.33284185,-181.112106,0.92860427,0.44425579,-0.60092473,1.76061103,4.08025612,-14.34921045,3.23528331,0.05646635,14.00914017,6.90428204,-7.49999987,4.6263821,-17.40397557,-29.21203949,16.35868672,0.28551294,28.77205868,23.25110451,-7.49999987,-18.93094024,10.60933319,2.84146859,8.30176647,-7.87870748,-10.59850055,21.03464019,99.20521164,6.18713523,-5.41124079,-1.0335119,22.74463524,104.77939591
91,0.75833333,-89.06474533,9.31827683,-180.73459858,0.92766478,0.44478061,-0.60122613,1.6557337,5.3089485,-14.47521183,2.81443124,0.04912109,13.64621665,6.71234976,-7.49999987,5.49050385,-19.13404501,-29.72663853,17.83244594,0.3112349,29.47957472,24.52826586,-7.49999987,-18.69831653,11.73671786,2.78472243,8.98970826,-8.00535964,-9.61682317,20.82609945,98.57812439,6.92477943,-5.45905155,0.15761237,22.35450387,104.45498467
92,0.76666667,-88.96851658,10.03767042,-180.68825102,0.92698857,0.4456829,-0.60176373,1.54535157,6.21343874,-14.22698005,2.51424307,0.04388182,13.37137941,6.49983305,-7.49999987,5.98235894,-20.43696099,-30.46779515,18.93785154,0.33052786,30.00439629,25.52684336,-7.49999987,-18.48578142,12.51049437,2.97401877,9.674629,-8.20948668,-8.11750395,20.57492418,97.54321936,7.57905711,-5.46986195,1.12961432,22.10174779,104.29327886
93,0.775,-89.06973938,10.04106796,-180.86843643,0.92701037,0.4467561,-0.60179781,1.34481171,6.20219713,-14.12762639,2.47275707,0.04315775,13.37489063,6.61239493,-7.49999987,5.6882965,-20.49323617,-30.96091359,18.97974581,0.33125906,30.0960633,25.76128761,-7.49999987,-18.50711885,12.49584557,3.21806417,10.37276523,-8.3031464,-7.38864944,20.40663859,98.29574287,8.36866911,-5.53340698,2.03227532,21.78789249,104.65213547
94,0.78333333,-89.09743273,10.23684126,-180.92122959,0.92674417,0.44782282,-0.60187946,1.16819313,6.44915546,-13.89779893,2.28067061,0.03980521,13.08374482,6.35579907,-7.49999987,5.64713643,-20.87847364,-31.41337781,19.29340375,0.33673342,30.20327574,26.25688364,-7.49999987,-18.41296167,12.7028677,3.3860968,11.0404335,-8.32743328,-7.01657371,20.29737173,98.52862343,9.16804913,-5.53261255,2.63977197,21.53687879,105.16527775
95,0.79166667,-89.02749628,10.89173764,-180.49514195,0.92593799,0.44885894,-0.60155267,1.03591299,7.25347284,-14.02068021,1.94750122,0.03399031,12.65792687,5.89125733,-7.49999987,6.25036262,-21.98346083,-31.42392305,20.29942639,0.35429183,30.5623934,27.06609951,-7.49999987,-18.11525785,13.52739768,3.14383858,11.78095499,-8.447952,-5.68800372,20.15863955,97.67391425,9.87770059,-5.54431835,3.50345143,21.39081039,104.30143444
96,0.8,-89.13070035,10.80241101,-180.69562533,0.92593008,0.44985852,-0.60157925,0.90381215,7.12710515,-14.20641166,2.11527897,0.03691858,12.78984051,6.12624284,-7.49999987,5.9318542,-21.85886381,-31.63965944,20.28065648,0.35396423,30.58802668,27.11723266,-7.49999987,-18.13339703,13.39923326,3.33983186,12.54305531,-8.45083215,-5.28290002,20.17252895,98.04366087,10.68588736,-5.53462499,3.74257129,21.3311092,105.19268221
97,0.80833333,-89.09340453,11.3179911,-180.6809257,0.92545348,0.4509675,-0.60194274,0.77643704,7.77093389,-13.96831074,1.96756909,0.03434056,12.50757305,5.69769962,-7.49999987,6.11000991,-22.71160062,-31.89423892,20.82992145,0.36355071,30.82184255,27.71833348,-7.49999987,-17.94254496,13.96036597,3.47842033,13.33286299,-8.53461167,-4.48536706,20.12044826,97.58494787,11.38759668,-5.45760385,3.99781862,21.38702828,104.93428571
98,0.81666667,-89.15571071,11.40976744,-180.78801128,0.92534372,0.45211981,-0.60214078,0.62498841,7.87024495,-13.8677539,1.95087925,0.03404927,12.40787048,5.7704266,-7.49999987,5.98738672,-22.9430243,-32.08008108,21.08422514,0.36798915,30.92938365,28.04118391,-7.49999987,-17.87870776,14.0339993,3.65375204,14.15456865,-8.56247686,-3.87692846,20.000797,97.67211273,12.18833819,-5.52247933,4.75201362,21.29998731,105.0881009
99,0.825,-89.17861602,11.57396565,-180.74570416,0.92505461,0.45313492,-0.60208941,0.4746068,8.07170177,-13.80105525,1.80131452,0.03143887,12.26312382,5.74925201,-7.49999987,6.10608521,-23.28262437,-32.13455832,21.5276078,0.37572764,31.01784788,28.08020052,-7.49999987,-17.73821479,14.22277038,3.67200523,14.91812974,-8.62658122,-3.04256609,20.08337666,97.45154015,13.06998222,-5.64272311,5.75487166,21.15553281,104.83591766
100,0.83333333,-89.19229538,11.81749509,-180.74250156,0.924726,0.45418199,-0.6021656,0.32686347,8.37728313,-13.68873311,1.65850456,0.02894637,12.11780592,5.70400454,-7.49999987,6.2187844,-23.75923766,-32.45689563,21.98747073,0.38375376,31.17991601,28.27541397,-7.49999987,-17.59367746,14.48636726,3.74266015,15.69043234,-8.65837885,-2.58720387,20.25896557,97.5652647,13.86225882,-5.67829976,6.52061171,21.17975969,104.7590604
101,0.84166667,-89.23896438,11.91727251,-180.80656919,0.92447222,0.45570394,-0.60228844,0.15862651,8.49448051,-13.8764025,1.65082731,0.02881237,12.2180552,6.11251255,-7.49999987,6.06537415,-23.95753171,-32.69498635,22.10118956,0.38573853,31.33391557,28.37941357,-7.49999987,-17.41786439,14.56709126,3.79762775,16.4822024,-8.79840963,-0.80707243,20.30558138,96.34750348,14.52945394,-5.7146059,6.72165464,21.30076513,103.37091339
102,0.85,-89.27166124,12.31285633,-180.92952072,0.92404134,0.45749046,-0.60278999,-0.05128182,8.99432249,-13.39821002,1.60236824,0.0279666,11.96855594,5.54268819,-7.49999987,5.90083216,-24.6726159,-33.31854219,22.39532553,0.39087217,31.60906253,29.20807374,-7.49999987,-17.21189606,14.94565617,4.09962881,17.06016899,-8.67206937,-2.114054,20.70815448,97.61022398,15.12420908,-5.69635966,6.34013895,21.62760578,104.59468984
103,0.85833333,-89.30270192,12.6390262,-180.92280215,0.92368974,0.45925646,-0.60290391,-0.23962304,9.3745706,-13.25315885,1.56504464,0.02731518,11.91344799,5.38165028,-7.49999987,5.79947481,-25.1843568,-33.47129189,22.59360231,0.39433275,31.77025721,29.51760463,-7.49999987,-16.9655185,15.301336,4.1525449,17.82432474,-8.73598328,-1.67691698,20.89850869,97.97296801,15.7275327,-5.70350072,6.02460132,21.97615356,105.08863438
104,0.86666667,-89.31878454,12.9465403,-181.01484606,0.923372,0.46085299,-0.60312323,-0.39422429,9.72647623,-13.08026318,1.53579631,0.0268047,11.90359572,5.31198155,-7.49999987,5.71668108,-25.66650838,-33.65883529,22.85006651,0.39880889,31.90003617,29.66284623,-7.49999987,-16.75102959,15.62925822,4.36389199,18.58898627,-8.86216136,-1.24904134,21.15565705,97.95869377,16.44052562,-5.80889069,6.41373465,22.26605153,105.35763489
